fold_num,data,model,mode,fold,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,param_reg_param,accuracy,balanced_accuracy,average_precision,f1,precision,recall,roc_auc,matthews_corrcoef,fowlkes_mallows,pr_auc,cohen_kappa,y_test,y_pred,y_pred_prob
1,testdata,QuadraticDiscriminantAnalysis,inner loop,1,[0.0108064  0.01158396 0.01376406 0.01568898 0.01109203],[0.00020029 0.0007302  0.0041322  0.00611345 0.0001896 ],[0.04081607 0.03600144 0.03919474 0.03552326 0.03461027],[0.00690105 0.00067591 0.00292297 0.00081115 0.00095003],"[{'reg_param': 0.0}, {'reg_param': 0.1}, {'reg_param': 0.5}, {'reg_param': 0.6}, {'reg_param': 1.0}]",[0.0 0.1 0.5 0.6 1.0],[0.76974565 0.91767068 0.88554217 0.85542169 0.78580991],[0.65778717 0.59042988 0.69348837 0.71551797 0.66624383],[0.08455407 0.08581382 0.12896156 0.12662169 0.08906807],[0.18867925 0.21656051 0.2962963  0.28       0.2       ],[0.11461318 0.20731707 0.21428571 0.18666667 0.12307692],[0.53333333 0.22666667 0.48       0.56       0.53333333],[0.65778717 0.59042988 0.69348837 0.71551797 0.66624383],[0.16285761 0.17339617 0.26747321 0.26315598 0.17597397],[0.78198531 0.91604329 0.88266846 0.8539201  0.79443855],[0.11686514 0.19336341 0.205426   0.20310918 0.10895451],[0.11558993 0.17320411 0.24380628 0.22136808 0.12894233],"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0]",[1 0 1 ... 0 0 0],"[9.68753687e-01 6.11746624e-02 8.23252487e-01 ... 5.55593790e-03
 8.86344469e-04 3.90077397e-01]"
1,testdata,QuadraticDiscriminantAnalysis,inner loop,2,[0.0108064  0.01158396 0.01376406 0.01568898 0.01109203],[0.00020029 0.0007302  0.0041322  0.00611345 0.0001896 ],[0.04081607 0.03600144 0.03919474 0.03552326 0.03461027],[0.00690105 0.00067591 0.00292297 0.00081115 0.00095003],"[{'reg_param': 0.0}, {'reg_param': 0.1}, {'reg_param': 0.5}, {'reg_param': 0.6}, {'reg_param': 1.0}]",[0.0 0.1 0.5 0.6 1.0],[0.91365462 0.91365462 0.87617135 0.85274431 0.78045515],[0.60232204 0.63434526 0.67867339 0.72399124 0.66674914],[0.0892696  0.10903792 0.11404539 0.12845004 0.08749309],[0.22754491 0.27118644 0.2687747  0.28104575 0.19607843],[0.20430108 0.23300971 0.18994413 0.18534483 0.11976048],[0.25675676 0.32432432 0.45945946 0.58108108 0.54054054],[0.60232204 0.63434526 0.67867339 0.72399124 0.66674914],[0.18378018 0.2301072  0.23875942 0.2683783  0.17368064],[0.91181713 0.91133558 0.873955   0.85154345 0.79045329],[0.16958147 0.2071739  0.19315897 0.19271903 0.10446972],[0.18244292 0.22660257 0.21366184 0.22266264 0.12513033],"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0]",[1 0 1 ... 0 0 0],"[9.68753687e-01 6.11746624e-02 8.23252487e-01 ... 5.55593790e-03
 8.86344469e-04 3.90077397e-01]"
1,testdata,QuadraticDiscriminantAnalysis,inner loop,3,[0.0108064  0.01158396 0.01376406 0.01568898 0.01109203],[0.00020029 0.0007302  0.0041322  0.00611345 0.0001896 ],[0.04081607 0.03600144 0.03919474 0.03552326 0.03461027],[0.00690105 0.00067591 0.00292297 0.00081115 0.00095003],"[{'reg_param': 0.0}, {'reg_param': 0.1}, {'reg_param': 0.5}, {'reg_param': 0.6}, {'reg_param': 1.0}]",[0.0 0.1 0.5 0.6 1.0],[0.7811245  0.90495315 0.87951807 0.85542169 0.79384203],[0.71193376 0.59133993 0.63560145 0.65494861 0.6161496 ],[0.10409924 0.07958306 0.09303012 0.09528642 0.07265506],[0.22327791 0.20224719 0.23076923 0.22857143 0.16756757],[0.13544669 0.17307692 0.16875    0.15533981 0.10472973],[0.63513514 0.24324324 0.36486486 0.43243243 0.41891892],[0.71193376 0.59133993 0.63560145 0.65494861 0.6161496 ],[0.21779291 0.15574949 0.19029021 0.19502315 0.12645427],[0.7905404  0.90326195 0.87770915 0.85477559 0.80172117],[0.15507373 0.17496442 0.15802928 0.15717214 0.08692718],[0.15421957 0.15323701 0.17487942 0.16792838 0.09591883],"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0]",[1 0 1 ... 0 0 0],"[9.68753687e-01 6.11746624e-02 8.23252487e-01 ... 5.55593790e-03
 8.86344469e-04 3.90077397e-01]"
1,testdata,QuadraticDiscriminantAnalysis,inner loop,mean,[0.0108064  0.01158396 0.01376406 0.01568898 0.01109203],[0.00020029 0.0007302  0.0041322  0.00611345 0.0001896 ],[0.04081607 0.03600144 0.03919474 0.03552326 0.03461027],[0.00690105 0.00067591 0.00292297 0.00081115 0.00095003],"[{'reg_param': 0.0}, {'reg_param': 0.1}, {'reg_param': 0.5}, {'reg_param': 0.6}, {'reg_param': 1.0}]",[0.0 0.1 0.5 0.6 1.0],[0.82150826 0.91209282 0.88041053 0.85452923 0.78670237],[0.65734766 0.60537169 0.6692544  0.69815261 0.64971419],[0.09264097 0.09147827 0.11201236 0.11678605 0.08307207],[0.21316736 0.22999805 0.26528008 0.26320573 0.187882  ],[0.15145365 0.2044679  0.19099328 0.17578377 0.11585571],[0.47507508 0.26474474 0.43477477 0.5245045  0.4975976 ],[0.65734766 0.60537169 0.6692544  0.69815261 0.64971419],[0.18814357 0.18641762 0.23217428 0.24218581 0.15870296],[0.82811428 0.91021361 0.87811087 0.85341305 0.79553767],[0.14717345 0.19183391 0.18553808 0.18433345 0.10011714],[0.15075081 0.1843479  0.21078251 0.20398637 0.11666383],"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0]",[1 0 1 ... 0 0 0],"[9.68753687e-01 6.11746624e-02 8.23252487e-01 ... 5.55593790e-03
 8.86344469e-04 3.90077397e-01]"
1,testdata,QuadraticDiscriminantAnalysis,inner loop,standard_deviation,[0.0108064  0.01158396 0.01376406 0.01568898 0.01109203],[0.00020029 0.0007302  0.0041322  0.00611345 0.0001896 ],[0.04081607 0.03600144 0.03919474 0.03552326 0.03461027],[0.00690105 0.00067591 0.00292297 0.00081115 0.00095003],"[{'reg_param': 0.0}, {'reg_param': 0.1}, {'reg_param': 0.5}, {'reg_param': 0.6}, {'reg_param': 1.0}]",[0.0 0.1 0.5 0.6 1.0],[0.06532271 0.00530807 0.00387732 0.00126213 0.00550149],[0.04474988 0.02049078 0.02455283 0.03074506 0.02373465],[0.00832778 0.01267443 0.01473922 0.01522085 0.00739395],[0.01740311 0.029705   0.0268652  0.02449387 0.01445341],[0.03832446 0.02455026 0.01860467 0.01446613 0.00798291],[0.15987092 0.0426692  0.05013997 0.06567116 0.05571198],[0.04474988 0.02049078 0.02455283 0.03074506 0.02373465],[0.02263848 0.03172208 0.03185202 0.03341712 0.02282248],[0.05928981 0.00527793 0.00356858 0.00136736 0.00466529],[0.02223456 0.01319387 0.02008599 0.01966878 0.00950472],[0.02740262 0.03097057 0.02821283 0.02550232 0.01475125],"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0]",[1 0 1 ... 0 0 0],"[9.68753687e-01 6.11746624e-02 8.23252487e-01 ... 5.55593790e-03
 8.86344469e-04 3.90077397e-01]"
1,testdata,QuadraticDiscriminantAnalysis,inner loop,rank,[0.0108064  0.01158396 0.01376406 0.01568898 0.01109203],[0.00020029 0.0007302  0.0041322  0.00611345 0.0001896 ],[0.04081607 0.03600144 0.03919474 0.03552326 0.03461027],[0.00690105 0.00067591 0.00292297 0.00081115 0.00095003],"[{'reg_param': 0.0}, {'reg_param': 0.1}, {'reg_param': 0.5}, {'reg_param': 0.6}, {'reg_param': 1.0}]",[0.0 0.1 0.5 0.6 1.0],[4 1 2 3 5],[3 5 2 1 4],[3 4 2 1 5],[4 3 1 2 5],[4 1 2 3 5],[3 5 4 1 2],[3 5 2 1 4],[3 4 2 1 5],[4 1 2 3 5],[4 1 2 3 5],[4 3 1 2 5],"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0]",[1 0 1 ... 0 0 0],"[9.68753687e-01 6.11746624e-02 8.23252487e-01 ... 5.55593790e-03
 8.86344469e-04 3.90077397e-01]"
2,testdata,QuadraticDiscriminantAnalysis,inner loop,1,[0.01026122 0.01054732 0.01896493 0.01189009 0.01047619],[0.00037896 0.00026168 0.00572256 0.00161959 0.00023307],[0.04496694 0.03772751 0.04294626 0.03530987 0.03365072],[0.01137136 0.00136337 0.0096137  0.00062724 0.00055027],"[{'reg_param': 0.0}, {'reg_param': 0.1}, {'reg_param': 0.5}, {'reg_param': 0.6}, {'reg_param': 1.0}]",[0.0 0.1 0.5 0.6 1.0],[0.82408027 0.91237458 0.88361204 0.85886288 0.7993311 ],[0.67375587 0.575      0.67983568 0.71100939 0.64809859],[0.09767846 0.0750175  0.11972016 0.12555593 0.08426877],[0.22418879 0.1863354  0.28099174 0.27986348 0.19354839],[0.14393939 0.1744186  0.20359281 0.18807339 0.12121212],[0.50666667 0.2        0.45333333 0.54666667 0.48      ],[0.67375587 0.575      0.67983568 0.71100939 0.64809859],[0.19893596 0.14062461 0.24924324 0.26102547 0.16205002],[0.82629107 0.91094321 0.88097181 0.85716037 0.80561778],[0.132656   0.15011211 0.16622817 0.16498684 0.09949412],[0.15843152 0.14025769 0.2275049  0.22176718 0.12332141],"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",[0 0 1 ... 0 0 0],"[2.14016276e-01 6.62475830e-02 9.10341268e-01 ... 3.91780607e-03
 2.47285847e-03 2.58592418e-04]"
2,testdata,QuadraticDiscriminantAnalysis,inner loop,2,[0.01026122 0.01054732 0.01896493 0.01189009 0.01047619],[0.00037896 0.00026168 0.00572256 0.00161959 0.00023307],[0.04496694 0.03772751 0.04294626 0.03530987 0.03365072],[0.01137136 0.00136337 0.0096137  0.00062724 0.00055027],"[{'reg_param': 0.0}, {'reg_param': 0.1}, {'reg_param': 0.5}, {'reg_param': 0.6}, {'reg_param': 1.0}]",[0.0 0.1 0.5 0.6 1.0],[0.82262383 0.91298527 0.87148594 0.84270415 0.79317269],[0.68893224 0.60837457 0.68901789 0.71870955 0.67984393],[0.10254228 0.09245088 0.11761146 0.12190953 0.09374834],[0.23188406 0.23529412 0.27272727 0.26791277 0.20971867],[0.14760148 0.20833333 0.18947368 0.17408907 0.12933754],[0.54054054 0.27027027 0.48648649 0.58108108 0.55405405],[0.68893224 0.60837457 0.68901789 0.71870955 0.67984393],[0.21276404 0.191791   0.24619393 0.25549128 0.1908833 ],[0.82505502 0.91104806 0.86938057 0.84247705 0.80046258],[0.16711617 0.20636143 0.19683903 0.20087567 0.10485644],[0.1670699  0.18998048 0.21689563 0.20750398 0.14070486],"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",[0 0 1 ... 0 0 0],"[2.14016276e-01 6.62475830e-02 9.10341268e-01 ... 3.91780607e-03
 2.47285847e-03 2.58592418e-04]"
